acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
2241,C_2241,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,58177.73,2,bank,,,,,,US,,,,,,
2242,C_2242,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,77860.94,2,bank,,,,,,US,,,,,,
2243,C_2243,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,54046.78,2,bank,,,,,,US,,,,,,
2244,C_2244,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,75073.69,2,bank,,,,,,US,,,,,,
2245,C_2245,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,84431.57,2,bank,,,,,,US,,,,,,
2246,C_2246,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,70988.90,2,bank,,,,,,US,,,,,,
2247,C_2247,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,65709.07,2,bank,,,,,,US,,,,,,
2248,C_2248,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,83685.71,2,bank,,,,,,US,,,,,,
2249,C_2249,SAV,A,USD,true,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,96764.26,2,bank,,,,,,US,,,,,,
2250,C_2250,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,93681.79,2,bank,,,,,,US,,,,,,
2251,C_2251,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,69268.41,2,bank,,,,,,US,,,,,,
2252,C_2252,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,93170.11,2,bank,,,,,,US,,,,,,
2253,C_2253,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,55751.71,2,bank,,,,,,US,,,,,,
2254,C_2254,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,52936.03,2,bank,,,,,,US,,,,,,
2255,C_2255,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,99159.35,2,bank,,,,,,US,,,,,,
2256,C_2256,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,88145.44,2,bank,,,,,,US,,,,,,
2257,C_2257,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,80749.42,2,bank,,,,,,US,,,,,,
2258,C_2258,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,77939.04,2,bank,,,,,,US,,,,,,
2259,C_2259,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,65443.95,2,bank,,,,,,US,,,,,,
2260,C_2260,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,94954.11,2,bank,,,,,,US,,,,,,
2261,C_2261,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,92637.52,2,bank,,,,,,US,,,,,,
2262,C_2262,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,74085.75,2,bank,,,,,,US,,,,,,
2263,C_2263,SAV,A,USD,true,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,61019.14,2,bank,,,,,,US,,,,,,
2264,C_2264,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,83819.76,2,bank,,,,,,US,,,,,,
2265,C_2265,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,86309.46,2,bank,,,,,,US,,,,,,
2266,C_2266,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,99775.31,2,bank,,,,,,US,,,,,,
2267,C_2267,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,89518.91,2,bank,,,,,,US,,,,,,
2268,C_2268,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,54562.34,2,bank,,,,,,US,,,,,,
2269,C_2269,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,99497.04,2,bank,,,,,,US,,,,,,
2270,C_2270,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,92725.64,2,bank,,,,,,US,,,,,,
2271,C_2271,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,79126.20,2,bank,,,,,,US,,,,,,
2272,C_2272,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,66546.56,2,bank,,,,,,US,,,,,,
2273,C_2273,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,86646.39,2,bank,,,,,,US,,,,,,
2274,C_2274,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,79831.07,2,bank,,,,,,US,,,,,,
2275,C_2275,SAV,A,USD,true,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,54788.28,2,bank,,,,,,US,,,,,,
2276,C_2276,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,78175.63,2,bank,,,,,,US,,,,,,
2277,C_2277,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,51009.85,2,bank,,,,,,US,,,,,,
2278,C_2278,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,89434.83,2,bank,,,,,,US,,,,,,
2279,C_2279,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,91179.29,2,bank,,,,,,US,,,,,,
2280,C_2280,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,86505.78,2,bank,,,,,,US,,,,,,
2281,C_2281,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,54573.92,2,bank,,,,,,US,,,,,,
2282,C_2282,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,79404.69,2,bank,,,,,,US,,,,,,
2283,C_2283,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,69569.78,2,bank,,,,,,US,,,,,,
2284,C_2284,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,56419.65,2,bank,,,,,,US,,,,,,
2285,C_2285,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,94604.52,2,bank,,,,,,US,,,,,,
2286,C_2286,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,97114.71,2,bank,,,,,,US,,,,,,
2287,C_2287,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,96114.18,2,bank,,,,,,US,,,,,,
2288,C_2288,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,76560.89,2,bank,,,,,,US,,,,,,
2289,C_2289,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,93221.42,2,bank,,,,,,US,,,,,,
2290,C_2290,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,59891.81,2,bank,,,,,,US,,,,,,
2291,C_2291,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,64774.20,2,bank,,,,,,US,,,,,,
2292,C_2292,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,95435.56,2,bank,,,,,,US,,,,,,
2293,C_2293,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,79518.70,2,bank,,,,,,US,,,,,,
2294,C_2294,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,61300.79,2,bank,,,,,,US,,,,,,
2295,C_2295,SAV,A,USD,true,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,56504.87,2,bank,,,,,,US,,,,,,
2296,C_2296,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,61415.60,2,bank,,,,,,US,,,,,,
2297,C_2297,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,74800.34,2,bank,,,,,,US,,,,,,
2298,C_2298,SAV,A,USD,true,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,65174.45,2,bank,,,,,,US,,,,,,
2299,C_2299,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,86721.09,2,bank,,,,,,US,,,,,,
2300,C_2300,SAV,A,USD,true,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,63565.55,2,bank,,,,,,US,,,,,,
2301,C_2301,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,53921.88,2,bank,,,,,,US,,,,,,
2302,C_2302,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,94910.63,2,bank,,,,,,US,,,,,,
2303,C_2303,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,83191.97,2,bank,,,,,,US,,,,,,
2304,C_2304,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,98703.21,2,bank,,,,,,US,,,,,,
2305,C_2305,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,59099.85,2,bank,,,,,,US,,,,,,
2306,C_2306,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,93519.38,2,bank,,,,,,US,,,,,,
2307,C_2307,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,50859.78,2,bank,,,,,,US,,,,,,
2308,C_2308,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,76891.11,2,bank,,,,,,US,,,,,,
2309,C_2309,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,73987.12,2,bank,,,,,,US,,,,,,
2310,C_2310,SAV,A,USD,true,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,56309.82,2,bank,,,,,,US,,,,,,
2311,C_2311,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,90755.94,2,bank,,,,,,US,,,,,,
2312,C_2312,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,63542.60,2,bank,,,,,,US,,,,,,
2313,C_2313,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,94921.71,2,bank,,,,,,US,,,,,,
2314,C_2314,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,84970.67,2,bank,,,,,,US,,,,,,
2315,C_2315,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,92618.03,2,bank,,,,,,US,,,,,,
2316,C_2316,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,93324.05,2,bank,,,,,,US,,,,,,
2317,C_2317,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,89589.15,2,bank,,,,,,US,,,,,,
2318,C_2318,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,86824.42,2,bank,,,,,,US,,,,,,
2319,C_2319,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,50203.53,2,bank,,,,,,US,,,,,,
2320,C_2320,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,57171.50,2,bank,,,,,,US,,,,,,
2321,C_2321,SAV,A,USD,true,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,60356.60,2,bank,,,,,,US,,,,,,
2322,C_2322,SAV,A,USD,true,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,78874.12,2,bank,,,,,,US,,,,,,
2323,C_2323,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,50168.73,2,bank,,,,,,US,,,,,,
2324,C_2324,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,56357.83,2,bank,,,,,,US,,,,,,
2325,C_2325,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,74248.34,2,bank,,,,,,US,,,,,,
2326,C_2326,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,52053.21,2,bank,,,,,,US,,,,,,
2327,C_2327,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,65937.32,2,bank,,,,,,US,,,,,,
2328,C_2328,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,60999.42,2,bank,,,,,,US,,,,,,
2329,C_2329,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,58720.35,2,bank,,,,,,US,,,,,,
2330,C_2330,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,65830.28,2,bank,,,,,,US,,,,,,
2331,C_2331,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,94060.84,2,bank,,,,,,US,,,,,,
2332,C_2332,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,61572.13,2,bank,,,,,,US,,,,,,
2333,C_2333,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,82457.94,2,bank,,,,,,US,,,,,,
2334,C_2334,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,86699.91,2,bank,,,,,,US,,,,,,
2335,C_2335,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,83764.03,2,bank,,,,,,US,,,,,,
2336,C_2336,SAV,A,USD,true,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,59437.27,2,bank,,,,,,US,,,,,,
2337,C_2337,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,67490.04,2,bank,,,,,,US,,,,,,
2338,C_2338,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,63607.85,2,bank,,,,,,US,,,,,,
2339,C_2339,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,76932.32,2,bank,,,,,,US,,,,,,
2340,C_2340,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,98451.76,2,bank,,,,,,US,,,,,,
2341,C_2341,SAV,A,USD,true,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,60893.63,2,bank,,,,,,US,,,,,,
2342,C_2342,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,77618.53,2,bank,,,,,,US,,,,,,
2343,C_2343,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,53273.83,2,bank,,,,,,US,,,,,,
2344,C_2344,SAV,A,USD,true,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,68778.36,2,bank,,,,,,US,,,,,,
2345,C_2345,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,97708.65,2,bank,,,,,,US,,,,,,
2346,C_2346,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,95423.87,2,bank,,,,,,US,,,,,,
2347,C_2347,SAV,A,USD,true,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,54760.31,2,bank,,,,,,US,,,,,,
2348,C_2348,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,92626.29,2,bank,,,,,,US,,,,,,
2349,C_2349,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,85785.32,2,bank,,,,,,US,,,,,,
2350,C_2350,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,95896.17,2,bank,,,,,,US,,,,,,
2351,C_2351,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,73040.77,2,bank,,,,,,US,,,,,,
2352,C_2352,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,71127.75,2,bank,,,,,,US,,,,,,
2353,C_2353,SAV,A,USD,true,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,94807.65,2,bank,,,,,,US,,,,,,
2354,C_2354,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,76807.87,2,bank,,,,,,US,,,,,,
2355,C_2355,SAV,A,USD,true,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,88068.37,2,bank,,,,,,US,,,,,,
2356,C_2356,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,58882.11,2,bank,,,,,,US,,,,,,
2357,C_2357,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,53421.67,2,bank,,,,,,US,,,,,,
2358,C_2358,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,72024.69,2,bank,,,,,,US,,,,,,
2359,C_2359,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,66352.58,2,bank,,,,,,US,,,,,,
2360,C_2360,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,75593.67,2,bank,,,,,,US,,,,,,
2361,C_2361,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,67216.17,2,bank,,,,,,US,,,,,,
2362,C_2362,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,93129.40,2,bank,,,,,,US,,,,,,
2363,C_2363,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,86780.25,2,bank,,,,,,US,,,,,,
2364,C_2364,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,69197.84,2,bank,,,,,,US,,,,,,
2365,C_2365,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,56293.32,2,bank,,,,,,US,,,,,,
2366,C_2366,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,85492.23,2,bank,,,,,,US,,,,,,
2367,C_2367,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,77054.28,2,bank,,,,,,US,,,,,,
2368,C_2368,SAV,A,USD,true,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,57597.26,2,bank,,,,,,US,,,,,,
2369,C_2369,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,51739.24,2,bank,,,,,,US,,,,,,
2370,C_2370,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,80835.01,2,bank,,,,,,US,,,,,,
2371,C_2371,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,75812.40,2,bank,,,,,,US,,,,,,
2372,C_2372,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,78772.76,2,bank,,,,,,US,,,,,,
2373,C_2373,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,70793.06,2,bank,,,,,,US,,,,,,
2374,C_2374,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,73435.59,2,bank,,,,,,US,,,,,,
2375,C_2375,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,69571.31,2,bank,,,,,,US,,,,,,
2376,C_2376,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,54386.27,2,bank,,,,,,US,,,,,,
2377,C_2377,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,76765.26,2,bank,,,,,,US,,,,,,
2378,C_2378,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,56080.21,2,bank,,,,,,US,,,,,,
2379,C_2379,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,83674.43,2,bank,,,,,,US,,,,,,
2380,C_2380,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,87470.91,2,bank,,,,,,US,,,,,,
2381,C_2381,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,58396.45,2,bank,,,,,,US,,,,,,
2382,C_2382,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,60075.58,2,bank,,,,,,US,,,,,,
2383,C_2383,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,62035.56,2,bank,,,,,,US,,,,,,
2384,C_2384,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,79925.51,2,bank,,,,,,US,,,,,,
2385,C_2385,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,70324.63,2,bank,,,,,,US,,,,,,
2386,C_2386,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,94376.52,2,bank,,,,,,US,,,,,,
2387,C_2387,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,77398.36,2,bank,,,,,,US,,,,,,
2388,C_2388,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,76281.81,2,bank,,,,,,US,,,,,,
2389,C_2389,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,60924.69,2,bank,,,,,,US,,,,,,
2390,C_2390,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,54542.86,2,bank,,,,,,US,,,,,,
2391,C_2391,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,96235.50,2,bank,,,,,,US,,,,,,
2392,C_2392,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,54981.95,2,bank,,,,,,US,,,,,,
2393,C_2393,SAV,A,USD,true,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,56511.25,2,bank,,,,,,US,,,,,,
2394,C_2394,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,59765.42,2,bank,,,,,,US,,,,,,
2395,C_2395,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,78841.32,2,bank,,,,,,US,,,,,,
2396,C_2396,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,81951.67,2,bank,,,,,,US,,,,,,
2397,C_2397,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,71581.83,2,bank,,,,,,US,,,,,,
2398,C_2398,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,69744.88,2,bank,,,,,,US,,,,,,
2399,C_2399,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,82051.36,2,bank,,,,,,US,,,,,,
2400,C_2400,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,63104.72,2,bank,,,,,,US,,,,,,
2401,C_2401,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,90022.52,2,bank,,,,,,US,,,,,,
2402,C_2402,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,82002.49,2,bank,,,,,,US,,,,,,
2403,C_2403,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,80143.13,2,bank,,,,,,US,,,,,,
2404,C_2404,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,51443.83,2,bank,,,,,,US,,,,,,
2405,C_2405,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,67268.71,2,bank,,,,,,US,,,,,,
2406,C_2406,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,88442.99,2,bank,,,,,,US,,,,,,
2407,C_2407,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,60295.38,2,bank,,,,,,US,,,,,,
2408,C_2408,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,82224.71,2,bank,,,,,,US,,,,,,
2409,C_2409,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,98735.99,2,bank,,,,,,US,,,,,,
2410,C_2410,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,72027.02,2,bank,,,,,,US,,,,,,
2411,C_2411,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,75897.36,2,bank,,,,,,US,,,,,,
2412,C_2412,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,60602.01,2,bank,,,,,,US,,,,,,
2413,C_2413,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,50350.84,2,bank,,,,,,US,,,,,,
2414,C_2414,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,61830.06,2,bank,,,,,,US,,,,,,
2415,C_2415,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,73592.00,2,bank,,,,,,US,,,,,,
2416,C_2416,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,80213.57,2,bank,,,,,,US,,,,,,
2417,C_2417,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,91796.47,2,bank,,,,,,US,,,,,,
2418,C_2418,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,64500.94,2,bank,,,,,,US,,,,,,
2419,C_2419,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,66452.22,2,bank,,,,,,US,,,,,,
2420,C_2420,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,86032.43,2,bank,,,,,,US,,,,,,
2421,C_2421,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,83214.06,2,bank,,,,,,US,,,,,,
2422,C_2422,SAV,A,USD,true,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,85726.12,2,bank,,,,,,US,,,,,,
2423,C_2423,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,93864.24,2,bank,,,,,,US,,,,,,
2424,C_2424,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,54434.07,2,bank,,,,,,US,,,,,,
2425,C_2425,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,56224.32,2,bank,,,,,,US,,,,,,
2426,C_2426,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,74817.13,2,bank,,,,,,US,,,,,,
2427,C_2427,SAV,A,USD,false,1,2010-01-01T00:00:00Z,4747-11-29T00:00:00Z,80630.23,2,bank,,,,,,US,,,,,,
